id_anuncio,fuente,operacion,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,provincia,precio_eur,precio_anterior_eur,descuento_pct,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,obra_nueva_categoria,obra_nueva_flag,notas_parseo
1,Inmobiliaria E-Castro,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,121,4,sí,sí,otros,0,""
2,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,sí,5,232,,desconocido,desconocido,otros,0,""
3,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 6",Centro,Castro-Urdiales,Cantabria,299000,,,desconocido,2,84,3,sí,sí,otros,0,"Garaje no indicado"
4,Inmobiliaria E-Castro,venta,piso,, "Calle de la Ronda, 32",Centro,Castro-Urdiales,Cantabria,340000,,,desconocido,4,99,5,sí,sí,otros,0,"Garaje no indicado"
5,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,799000,,,sí,5,511,,desconocido,desconocido,otros,0,"Dirección sin número"
6,Inmobiliarias.com,venta,ático,, "Calle de Angel Perez Hornoas Cholo",Brazomar,Castro-Urdiales,Cantabria,360000,,,sí,3,130,6,sí,sí,otros,0,""
7,Inmobiliarias.com,venta,ático,, "Calle de la Granja",Cotolino,Castro-Urdiales,Cantabria,405000,,,sí,2,90,4,sí,sí,otros,0,""
8,Inmobiliarias.com,venta,piso,, "Calle Ataúlfo Argenta",Cotolino,Castro-Urdiales,Cantabria,415000,,,sí,3,110,2,sí,sí,otros,0,""
9,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Montealegre",Sámano,Castro-Urdiales,Cantabria,455000,,,desconocido,5,266,,desconocido,desconocido,otros,0,"Garaje no indicado"
10,Inmobiliaria E-Castro,venta,piso,, "Isaac Castillo",Mioño-Santullán,Castro-Urdiales,Cantabria,180000,,,desconocido,4,105,1,sí,no,otros,0,""
11,Exclusivas Inmobiliarias Mikeli,venta,dúplex,, "Calle Doctor Marañón",El Sardinero,Santander,Cantabria,2890000,,,sí,4,310,2,sí,sí,otros,0,""
12,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Manuel García Lago",El Sardinero,Santander,Cantabria,3150000,,,sí,5,241,4,sí,sí,otros,0,""
13,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado",Centro,Castro-Urdiales,Cantabria,220000,,,desconocido,2,64,6,sí,sí,otros,0,"Dirección sin número"
14,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Cerdigo",Oriñón-Allendagua,Castro-Urdiales,Cantabria,370000,,,sí,4,227,,desconocido,desconocido,otros,0,""
15,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Maura",El Sardinero,Santander,Cantabria,520000,,,sí,2,105,1,sí,sí,otros,0,""
16,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida de Cantabria",Valdenoja,Santander,Cantabria,798000,860000,7,sí,3,178,3,sí,sí,otros,0,"En el texto indica edificio construido en 2005"
17,Inmobiliarias.com,venta,casa,chalét adosado,"Calle del Alto de la Cruz",Cotolino,Castro-Urdiales,Cantabria,450000,,,sí,4,250,,desconocido,desconocido,otros,0,""
18,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Paseo de Pereda",Puerto Chico,Santander,Cantabria,1800000,,,desconocido,5,292,4,sí,no,otros,0,"Garaje no indicado"
19,Exclusivas Inmobiliarias Mikeli,venta,casa,chalét independiente,"Barrio la Arnía",Liencres,Piélagos,Cantabria,875000,,,sí,6,308,,desconocido,desconocido,otros,0,""
20,Engel & Völkers Santander,venta,piso,, "Avenida de Pontejos",El Sardinero,Santander,Cantabria,885000,,,sí,4,189,8,sí,sí,otros,0,""
21,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,desconocido,5,232,,desconocido,desconocido,otros,0,"Duplicado potencial del anuncio #2 (misma dirección y precio). Garaje no indicado"
22,altamira21.com,venta,piso,, "Calle Juan de Herrera",Centro - Ayuntamiento,Santander,Cantabria,598000,,,desconocido,4,107,4,sí,sí,otros,0,"Garaje no indicado"
23,Inmobiliarias.com,venta,piso,, "Calle Belén, 3",Centro,Castro-Urdiales,Cantabria,430000,,,desconocido,2,84,2,sí,sí,otros,0,"Indica 'reciente construcción' pero no 'obra nueva' explícito"
24,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 50",Brazomar,Castro-Urdiales,Cantabria,270000,,,sí,2,64,2,sí,sí,otros,0,""
25,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano, 40",Sámano,Castro-Urdiales,Cantabria,360000,,,desconocido,3,221,,desconocido,desconocido,otros,0,"Garaje no indicado"
26,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas",Centro,Castro-Urdiales,Cantabria,740000,,,sí,6,400,,desconocido,desconocido,otros,0,"Dirección sin número"
27,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas, 17",Centro,Castro-Urdiales,Cantabria,650000,,,desconocido,5,350,,desconocido,desconocido,otros,0,"Garaje no indicado"
28,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Calle Paco Labiano, 5",Playa Ostende,Castro-Urdiales,Cantabria,750000,,,desconocido,4,372,,desconocido,desconocido,otros,0,"Garaje no indicado"
29,Inmobiliarias.com,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,120,4,sí,sí,otros,0,"Duplicado potencial del anuncio #1 (misma dirección y precio; m2 difiere 121 vs 120)"
30,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,370000,,,sí,4,270,,desconocido,desconocido,otros,0,"Dirección sin número"
357,Gestión Inmobiliaria Val de Cella,venta,piso,,Barrio la Sierra 61,Hoznayo,Hoznayo,Cantabria,210000,,,sí,,3,91,bajo,sí,no,otros,0,"Bajo con terraza"
358,Inmobiliarias San Fernando,venta,casa,chalét adosado,Puente San Miguel,Puente San Miguel,Puente San Miguel,Cantabria,369000,,,sí,,3,214,,desconocido,desconocido,otros,0,""
359,INMOBILIARIA COSTA BELLA,venta,casa,chalét independiente,Barrio San Pantaleón,Arnuero,Arnuero,Cantabria,680000,,,sí,,5,580,,desconocido,desconocido,otros,0,""
360,Gestión Inmobiliaria Val de Cella,venta,piso,,Calle Manuel González Hoyos 6,Valdenoja,Santander,Cantabria,630000,,,sí,,3,119,2,sí,sí,otros,0,"Vistas a la bahía"
361,Fuennova,venta,casa,chalét independiente,Calle Río Saja,San Vicente de la Barquera,San Vicente de la Barquera,Cantabria,1800000,,,sí,,8,812,,desconocido,desconocido,otros,0,"Lujo"
362,Inmobiliaria uranga,venta,casa,casa independiente,Calle Carnerizas,Barcena de Cicero,Barcena de Cicero,Cantabria,220000,,,no,,2,270,,desconocido,desconocido,otros,0,"Casa de piedra"
363,Gestión Inmobiliaria Crisser,venta,casa,chalét pareado,Ajo,Ajo,Ajo,Cantabria,450000,,,no,,4,184,,desconocido,desconocido,otros,0,"Vistas al mar"
364,Gestión Inmobiliaria Crisser,venta,piso,ático,Ajo,Ajo,Ajo,Cantabria,275000,,,no,,3,110,3,sí,sí,otros,0,""
365,Espazio Inmobiliario,venta,casa,casa independiente,Polanco,Polanco,Polanco,Cantabria,495000,,,sí,,3,210,,desconocido,desconocido,otros,0,""
366,Espazio Inmobiliario,venta,casa,casa independiente,Entrambasaguas,Entrambasaguas,Entrambasaguas,Cantabria,455000,,,sí,,4,206,,desconocido,desconocido,otros,0,""
367,cadacasa,venta,piso,,El Astillero,El Astillero,El Astillero,Cantabria,236000,,,sí,,3,100,bajo,sí,no,otros,0,""
368,gestiona inmobiliaria,venta,casa,casa independiente,Galizano,Ribamontan al Mar,Ribamontan al Mar,Cantabria,480000,,,sí,,3,124,,desconocido,desconocido,otros,0,""
369,Gestión Inmobiliaria Crisser,venta,casa,chalét adosado,Ajo,Ajo,Ajo,Cantabria,375000,,,sí,,5,189,,desconocido,desconocido,otros,0,""
370,Espazio Inmobiliario,venta,casa,casa independiente,Arenas de Iguña,Arenas de Iguña,Arenas de Iguña,Cantabria,365000,,,sí,,4,535,,desconocido,desconocido,otros,0,""
371,Prada&Asociados,venta,casa,chalét pareado,Ribamontan al Monte,Ribamontan al Monte,Ribamontan al Monte,Cantabria,250000,,,sí,,8,430,,desconocido,desconocido,otros,0,""
372,gestiona inmobiliaria,venta,casa,casa independiente,Marina de Cudeyo,Marina de Cudeyo,Marina de Cudeyo,Cantabria,830000,,,sí,,4,438,,desconocido,desconocido,otros,0,"Villa"
373,Espazio Inmobiliario,venta,piso,,Torrelavega,Torrelavega,Torrelavega,Cantabria,279000,,,no,,3,85,1,sí,sí,otros,0,"Reformado 2022"
374,SONSOLES GRUPO INMOBILIARIO,venta,piso,,Cuatro Caminos,Santander,Santander,Cantabria,190000,,,no,,1,86,bajo,sí,no,otros,0,"A estrenar"
375,gestiona inmobiliaria,venta,piso,,Ris,Noja,Noja,Cantabria,245000,,,sí,,2,61,bajo,sí,sí,otros,0,""
376,Bankcasas.com,venta,piso,,Centro - Ayuntamiento,Santander,Santander,Cantabria,168000,,,no,,3,120,bajo,sí,no,otros,0,""
377,Prada&Asociados,venta,casa,casa independiente,Laredo,Laredo,Laredo,Cantabria,460000,,,sí,,6,295,,desconocido,desconocido,otros,0,"Vistas al mar"
378,gestiona inmobiliaria,venta,casa,casa independiente,Noja,Noja,Noja,Cantabria,395000,,,no,,4,240,,desconocido,desconocido,otros,0,""
379,gestiona inmobiliaria,venta,piso,,Tregadín,Noja,Noja,Cantabria,225000,,,sí,,2,62,bajo,sí,no,otros,0,"Primera línea playa"
380,gestiona inmobiliaria,venta,piso,ático,Ris,Noja,Noja,Cantabria,200000,,,sí,,2,80,3,sí,no,otros,0,""
381,desconocido,venta,piso,apartamento,Calle Juan Jose Ruano 18,Santoña,Santoña,Cantabria,160000,,,no,,1,55,entreplanta,sí,sí,otros,0,"Apartamento; vistas al mar"
382,Inmobiliaria Suances,venta,piso,ático,Calle Serapio Beade 9,Suances,Suances,Cantabria,175000,,,sí,,2,63,3,sí,sí,otros,0,""
383,Inmobiliaria SOMOPLAYA,venta,casa,casa independiente,Ribamontan al Monte,Ribamontan al Monte,Ribamontan al Monte,Cantabria,410000,,,sí,,4,180,,desconocido,desconocido,otros,0,""
384,INMOBILIARIA INVERCASS,venta,piso,,Centro,Castro-Urdiales,Castro-Urdiales,Cantabria,269000,,,no,,5,114,2,sí,no,otros,0,""
385,MENA INMOBILIARIA,venta,casa,casa independiente,Maoño,Santa Cruz de Bezana,Santa Cruz de Bezana,Cantabria,390000,,,sí,,3,479,,desconocido,desconocido,otros,0,""
386,Exclusivas inmobiliarias mikeli,venta,casa,chalét,Ramales de la Victoria,Ramales de la Victoria,Ramales de la Victoria,Cantabria,1275000,,,no,,6,382,,desconocido,desconocido,otros,0,""
387,Mies de Rial,venta,piso,,Numancia - San Fernando,Santander,Santander,Cantabria,259000,,,no,,3,81,4,sí,sí,otros,0,""
388,Exclusivas inmobiliarias mikeli,venta,casa,casa independiente,Alfoz de Lloredo,Alfoz de Lloredo,Alfoz de Lloredo,Cantabria,765000,,,sí,,4,494,,desconocido,desconocido,otros,0,""
389,Exclusivas inmobiliarias mikeli,venta,casa,casa independiente,Santoña,Santoña,Santoña,Cantabria,825000,,,sí,,4,287,,desconocido,desconocido,otros,0,""
390,Exclusivas inmobiliarias mikeli,venta,casa,casa independiente,Ampuero,Ampuero,Ampuero,Cantabria,645000,,,no,,10,541,,desconocido,desconocido,otros,0,""
391,Inmobiliaria JC de Laredo,venta,casa,casa independiente,Laredo,Laredo,Laredo,Cantabria,460000,,,sí,,5,295,,desconocido,desconocido,otros,0,""
392,Inmobiliarias.com,venta,piso,,Playa Ostende,Castro-Urdiales,Castro-Urdiales,Cantabria,400000,,,no,,2,80,1,sí,sí,otros,0,"Vistas al mar"
393,Espazio Inmobiliario,venta,casa,casa independiente,Igollo,Camargo,Camargo,Cantabria,2884000,,,sí,,5,800,,desconocido,desconocido,otros,0,"Lujo; villa"
394,Inmobiliaria Vacaciones,venta,casa,casa independiente,Suesa,Ribamontan al Mar,Ribamontan al Mar,Cantabria,650000,,,sí,,4,180,,desconocido,desconocido,otros,0,""
395,Nortepisos,venta,piso,,Tregadín,Noja,Noja,Cantabria,270000,,,sí,,3,73,3,sí,sí,otros,0,""
396,Obra nueva,venta,piso,,Calle Manzanedo 35,Santoña,Santoña,Cantabria,177000,,,opcional,26000,2,60,1,sí,sí,obra nueva,1,"Promoción"
397,Obra nueva,venta,piso,,Calle Manzanedo 35,Santoña,Santoña,Cantabria,160000,,,opcional,26000,2,54,bajo,sí,sí,obra nueva,1,"Promoción"
398,eXp Realty España,venta,casa,casa independiente,Penagos,Penagos,Penagos,Cantabria,320000,,,sí,,4,196,,desconocido,desconocido,otros,0,""
399,Inmobiliaria las Dunas,venta,casa,casa independiente,Oruña,Piélagos,Piélagos,Cantabria,720000,,,sí,,4,300,,desconocido,desconocido,otros,0,"Construido 2010"
400,Inmobiliaria JC de Laredo,venta,casa,casa independiente,Barcena de Cicero,Barcena de Cicero,Barcena de Cicero,Cantabria,449000,,,no,,5,257,,desconocido,desconocido,otros,0,""
401,Inmobiliarias.com,venta,casa,casa independiente,Guriezo,Guriezo,Guriezo,Cantabria,550000,,,sí,,4,360,,desconocido,desconocido,otros,0,"En exclusiva"
402,Exclusivas inmobiliarias mikeli,venta,casa,casa independiente,Marina de Cudeyo,Marina de Cudeyo,Marina de Cudeyo,Cantabria,800000,850000,6,sí,,8,374,,desconocido,desconocido,otros,0,""
403,viBe,venta,piso,,Suances,Suances,Suances,Cantabria,198000,,,no,,3,90,3,sí,no,otros,0,"Reformado 2023"
404,INMOBILIARIA INVERCASS,venta,casa,chalét adosado,Cotolino,Castro-Urdiales,Castro-Urdiales,Cantabria,550000,,,sí,,3,301,,desconocido,desconocido,otros,0,""
405,Inmobiliarias.com,venta,casa,casa rural,Barrio Baltezana,Castro-Urdiales,Castro-Urdiales,Cantabria,270000,,,sí,,6,550,,desconocido,desconocido,otros,0,""
406,Ática Inmobiliaria,venta,piso,,Fernando de los Ríos,Santander,Santander,Cantabria,310000,,,no,,3,93,6,sí,sí,otros,0,""
407,Ática Inmobiliaria,venta,piso,,Mortera,Piélagos,Piélagos,Cantabria,159000,,,no,,2,50,bajo,sí,no,otros,0,""
408,Gestion inmobiliaria Victoria,venta,piso,,Oriñón,Castro-Urdiales,Castro-Urdiales,Cantabria,195000,,,sí,,2,76,1,sí,sí,otros,0,""
409,INMOBILIARIA INVERCASS,venta,piso,,Centro,Castro-Urdiales,Castro-Urdiales,Cantabria,400000,,,no,,4,154,5,sí,sí,otros,0,"Vistas al mar"
410,desconocido,venta,piso,,Santoña,Santoña,Santoña,Cantabria,185000,,,no,,3,110,1,sí,sí,otros,0,""
411,Inmobiliaria costa 7,venta,piso,ático,Calle la Salce,Ris,Noja,Cantabria,178000,180000,1,sí,incluido,2,64,3,sí,no,otros,0,""
412,Fuennova,venta,piso,,Paseo de la Barquera 53 a,,San Vicente de la Barquera,Cantabria,440000,,,sí,incluido,3,90,2,sí,sí,obra nueva,1,"Obra nueva"
413,Engel & Völkers Santander,venta,casa,chalét independiente,Calle Santa Teresa,,Camargo,Cantabria,990000,1100000,10,sí,incluido,7,622,,desconocido,desconocido,otros,0,""
414,Inmobiliaria JC de Laredo,venta,piso,,Barrio Dueso,Barrio Dueso,Santoña,Cantabria,95000,,,no,,3,100,2,sí,no,otros,0,"A reformar; vistas al mar"
415,Inmobiliaria JC de Laredo,venta,piso,,Plaza San Antonio,,Santoña,Cantabria,85000,,,no,,3,105,2,sí,no,otros,0,"Reforma integral"
416,Inmobiliaria JC de Laredo,venta,piso,ático,Barrio Dueso,Barrio Dueso,Santoña,Cantabria,60000,,,no,,1,55,3,sí,no,otros,0,"Buhardilla; vistas al mar"
417,desconocido,venta,casa,chalét adosado,Calle Barrio el Mazo 14,,Ramales de la Victoria,Cantabria,249000,,,sí,incluido,3,131,,desconocido,desconocido,obra nueva,1,"Obra nueva"
418,desconocido,venta,piso,,Calle de San Martín 6,,Suances,Cantabria,430000,,,no,,2,122,bajo,sí,sí,obra nueva,1,"Obra nueva"
419,Bahía Home,venta,casa,chalét pareado,Calle Camus 83,Cueto,Santander,Cantabria,659000,,,sí,incluido,6,262,,desconocido,desconocido,otros,0,"Vistas al mar"
420,THE SIBARIST Property & Homes Cantabria,venta,casa,chalét independiente,Barrio la Braña 1,,San Vicente de la Barquera,Cantabria,1975000,,,sí,incluido,8,630,,desconocido,desconocido,otros,0,"Vistas al mar; lujo"
421,desconocido,venta,casa,chalét independiente,Calle Bo Samano-helguera 205,Sámano,Castro-Urdiales,Cantabria,450000,,,no,,3,143,,desconocido,desconocido,obra nueva,1,"Obra nueva"
422,desconocido,venta,casa,chalét independiente,Calle Bo Samano-helguera 205,Sámano,Castro-Urdiales,Cantabria,462000,,,no,,3,143,,desconocido,desconocido,obra nueva,1,"Obra nueva"
423,RE/MAX Vértice,venta,casa,casa independiente,Barrio Labarces,Barrio Labarces,Valdáliga,Cantabria,75000,,,sí,incluido,4,150,,desconocido,desconocido,otros,0,"Casa de piedra; año 1917"
424,desconocido,venta,casa,chalét independiente,Calle Bo Samano-helguera 205,Sámano,Castro-Urdiales,Cantabria,475000,,,no,,3,138,,desconocido,desconocido,obra nueva,1,"Obra nueva"
425,Gestión Inmobiliaria Val de Cella,venta,casa,casa independiente,CA-260 42,,Miera,Cantabria,515000,,,no,,6,400,,desconocido,desconocido,otros,0,""
426,Inmobiliaria JC de Laredo,venta,casa,casa independiente,Ramales de la Victoria,,Ramales de la Victoria,Cantabria,185000,,,no,,2,90,,desconocido,desconocido,otros,0,""
427,Inmosantander,venta,piso,,CL Francisco Tomas Valiente,Peñacastillo - Nuevamontaña,Santander,Cantabria,249000,,,sí,incluido,2,94,5,sí,sí,otros,0,""
428,Inmobiliaria Eurocasa,venta,piso,dúplex,Calle Abra del Pas,,Mogro,Cantabria,290000,,,sí,incluido,3,51,1,sí,no,otros,0,"Inconsistencia: descrito como dúplex pero aparece como 'Piso' y 51 m²"
429,López Alonso Inmobiliaria,venta,piso,,Calle Antonio de la Dehesa 7,Monte,Santander,Cantabria,435000,,,sí,incluido,2,92,4,sí,sí,otros,0,""
430,Inmobiliaria uranga,venta,casa,casa independiente,Barrio Pondrá,,Ramales de la Victoria,Cantabria,188500,195000,3,sí,incluido,5,292,,desconocido,desconocido,otros,0,""
431,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Avenida de Berria Primera Avenida,,Santoña,Cantabria,1080000,,,sí,,4,300,,desconocido,desconocido,otros,0,"Playa de Berria (texto)"
432,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Barrio el Puerto,,Marina de Cudeyo,Cantabria,495000,,,sí,,4,352,,desconocido,desconocido,otros,0,"Vistas a la bahía; negocio hostelería (texto); vistas al mar"
433,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Barrio el Mazo,,Meruelo,Cantabria,750000,,,sí,,4,471,,desconocido,desconocido,otros,0,"Lujo; villa; parcela 1815 m2; piscina (texto)"
434,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Avenida Playa San Juan de la Canal,Soto de la Marina,Santa Cruz de Bezana,Cantabria,825000,,,sí,,5,209,,desconocido,desconocido,otros,0,"A pie de playa (texto)"
435,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Calle San Roque,,Alfoz de Lloredo,Cantabria,750000,,,sí,,5,244,,desconocido,desconocido,otros,0,"Villa (texto); Oreña (texto)"
436,Inmobiliaria JC de Laredo,venta,casa,casa de piedra,Barrio Pondrá,,Ramales de la Victoria,Cantabria,188500,195000,3,desconocido,,5,292,,desconocido,desconocido,otros,0,"Casa de piedra; 2 viviendas (texto)"
437,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Camino Vial,Oruña,Piélagos,Cantabria,420000,,,sí,,5,340,,desconocido,desconocido,otros,0,"Dos viviendas con entradas independientes (texto)"
438,Oyambre Servicios Inmobiliarios,venta,piso,,Calle Padre Ángel 10,,San Vicente de la Barquera,Cantabria,187000,,,desconocido,,1,45,2,sí,sí,obra_nueva,1,"Obra nueva (próxima construcción); vistas al mar (texto); garaje (texto)"
439,Inmobiliaria JC de Laredo,venta,piso,apartamento,Calle Santander 4,,Colindres,Cantabria,165000,,,desconocido,,1,53,3,sí,sí,otros,0,"Apartamento; reciente construcción (texto)"
440,Exclusivas inmobiliarias mikeli,venta,casa,casa independiente,Calle Herminio Fernández Caballero,Guarnizo,Camargo,Cantabria,435000,,,desconocido,,7,287,,desconocido,desconocido,otros,0,"Apartamento en planta baja con entrada independiente (texto)"
441,Exclusivas inmobiliarias mikeli,venta,casa,chalét pareado,Calle la Fábrica,Galizano,Ribamontán al Mar,Cantabria,350000,,,sí,,2,109,,desconocido,desconocido,otros,0,"Urbanización; esquinero (texto)"
442,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Avenida Playa San Juan de la Canal,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1500000,,,sí,,7,372,,desconocido,desconocido,otros,0,"Parcela 6.518 m2; suelo urbano 3.433 m2 (texto)"
443,Inmobiliaria JC de Laredo,venta,piso,,Limpias,,Limpias,Cantabria,248000,,,sí,,3,90,bajo,sí,sí,otros,0,"Bajo con jardín (texto)"
444,RE/MAX Vértice,venta,casa,casa independiente,Calle Santander,,Los Corrales de Buelna,Cantabria,299000,,,sí,,11,480,,desconocido,desconocido,otros,0,"Parcela 998 m2; 3 plantas (texto)"
445,Soldit Homes,venta,casa,casa independiente,Calle Monasterio 9,,Molledo,Cantabria,275000,,,sí,,3,180,,desconocido,desconocido,obra_nueva_terminada,1,"Obra nueva terminada (texto); Silió (texto)"
446,Inmobiliaria Mi Villa,venta,piso,,Calle El Pelegrín,Centro,Laredo,Cantabria,179000,184000,3,desconocido,,3,93,4,sí,no,otros,0,"Reformado; sin ascensor"
447,desconocido,venta,piso,,Barrio Gama 25 b,,Bárcena de Cicero,Cantabria,178000,,,sí,,2,74,2,sí,sí,otros,0,"Calidades altas (texto)"
448,Costa Ris,venta,ático,,Bárcena de Cicero,,Bárcena de Cicero,Cantabria,280000,,,sí,,4,135,,desconocido,sí,otros,0,"Urbanización con piscina y parque infantil (texto)"
449,Trece Home,venta,piso,,Calle Joaquin Fernandez San Emeterio 14,,Argoños,Cantabria,187600,,,opcional,"garaje opc. 17600 (texto)",2,68,2,sí,sí,obra_nueva,1,"Promoción; piscina comunitaria; cota cero (texto)"
450,RE/MAX Vértice,venta,piso,,Avenida Solvay,Inmobiliaria - Barreda,Torrelavega,Cantabria,89000,93000,4,desconocido,,2,90,bajo,sí,no,otros,0,"Nuda propiedad"
451,Inmobiliaria JC de Laredo,venta,casa,casa indiana,Liendo,,Liendo,Cantabria,1300000,1400000,7,sí,,7,500,,desconocido,desconocido,otros,0,"Casa indiana; piscina; tenis; casa invitados; oportunidad negocio (texto)"
452,desconocido,venta,piso,,Calle Jorge Sepúlveda 16,Monte,Santander,Cantabria,690000,,,sí,,4,144,3,sí,sí,obra_nueva,1,"Residencial El Tejo; eficiencia A; trastero incluido (texto)"
453,Fuennova,venta,piso,,Paseo de la Barquera 53 a,,San Vicente de la Barquera,Cantabria,425000,,,sí,,3,88,1,sí,sí,obra_nueva,1,"Obra nueva; frente al mar (texto)"
454,desconocido,venta,piso,,Calle Jorge Sepúlveda 16,Monte,Santander,Cantabria,425000,,,sí,,2,100,1,sí,sí,obra_nueva,1,"Residencial El Tejo; trastero incluido (texto)"
455,desconocido,venta,piso,,Calle Jorge Sepúlveda 16,Monte,Santander,Cantabria,595000,,,sí,,3,122,2,sí,sí,obra_nueva,1,"Residencial El Tejo; trastero incluido (texto)"
456,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Ruiloba,,Ruiloba,Cantabria,2885000,,,sí,,7,495,,desconocido,desconocido,otros,0,"Vistas al mar; lujo"
457,Trece Home,venta,piso,,Barrio los Corrales,,Beranga,Cantabria,142000,,,desconocido,,3,103,2,desconocido,desconocido,otros,0,"Ref. 1282 (texto)"
458,Inmobiliaria JC de Laredo,venta,piso,,Centro,Centro,Laredo,Cantabria,175000,,,desconocido,,2,85,bajo,sí,no,otros,0,"Patio 87 m2 (texto); alquilada"
459,RE/MAX Vértice,venta,casa,casa independiente,Diseminado Hazas Cesto 1001,,Hazas de Cesto,Cantabria,400000,,,sí,,4,814,,desconocido,desconocido,otros,0,"Finca ~90.000 m2; 2 casas (texto)"
460,desconocido,venta,casa,chalét adosado,Avenida Derechos Humanos 3,Zona Playa,Laredo,Cantabria,455000,,,sí,,4,206,,desconocido,desconocido,otros,0,"Promoción Playa del Regatón; 12 chalets (texto)"
461,desconocido,venta,piso,,Calle Barrio La Torre 17,Monte,Santander,Cantabria,498750,,,desconocido,,2,124,1,sí,sí,obra_nueva_terminada,1,"Obra nueva terminada (texto); domótica; suelo radiante (texto)"
462,Bahía Home,venta,piso,estudio,Calle Justicia 2,Cuatro Caminos,Santander,Cantabria,138000,,,desconocido,,1,38,5,sí,no,otros,0,"Estudio/loft; vistas al mar (texto)"
463,Bahía Home,venta,casa,chalét pareado,Barrio El Carite 11,,Hazas de Cesto,Cantabria,295000,,,sí,,3,145,,desconocido,desconocido,otros,0,"Urbanización Mirador de Beranga (texto)"
464,desconocido,venta,piso,,Barrio la Rasa 4,,Suances,Cantabria,296000,,,sí,,3,111,1,sí,sí,obra_nueva,1,"Residencial Garbí (texto)"
465,REMAX Olid Inmobiliaria en Valladolid,venta,casa,chalét pareado,Calle Las Casillas,El Callejo - La Pesquera - La Arenosa,Laredo,Cantabria,500109,,,no,,5,187,,desconocido,desconocido,otros,0,"A 15 min andando de la playa (texto)"
466,desconocido,venta,piso,,Calle Libertad 3,Monte,Santander,Cantabria,440000,,,sí,,2,99,1,sí,sí,obra_nueva,1,"Residencial El Sauce; promoción 50 viviendas (texto)"
467,REMAX Olid Inmobiliaria en Valladolid,venta,casa,casa independiente,Barrio Bárcena,,Alfoz de Lloredo,Cantabria,650133,,,desconocido,,12,344,,desconocido,desconocido,otros,0,"Licencia alquiler vacacional (texto)"
468,Engel & Völkers Santander,venta,casa,casa independiente,Calle de Navajeda,Sancibrián,Santa Cruz de Bezana,Cantabria,1585000,,,sí,,6,1562,,desconocido,desconocido,otros,0,"Lujo; finca >2.000 m2 (texto)"
469,desconocido,venta,piso,,Calle Aviche 25,Monte,Santander,Cantabria,691075,,,sí,,3,132,bajo,sí,sí,obra_nueva,1,"Residencial Moramonte; 12 viviendas; trastero (texto)"
470,Inmobiliaria Mi Villa,venta,casa,casa de piedra,Rasines,,Rasines,Cantabria,135000,,,sí,,4,436,,desconocido,desconocido,otros,0,"Casa de piedra; para reformar; vistas (texto)"
471,Inmobiliaria Mi Villa,venta,casa,chalét adosado,Ampuero,,Ampuero,Cantabria,176000,,,no,,5,150,,desconocido,desconocido,otros,0,"Adosado (texto)"
472,desconocido,venta,piso,,Calle Libertad 3,Monte,Santander,Cantabria,550000,,,sí,,3,121,2,sí,sí,obra_nueva,1,"Residencial El Sauce; promoción 50 viviendas (texto)"
473,Inmobiliaria Mi Villa,venta,piso,,Calle Doctor Antonio Ruiz Ruiz,,Ampuero,Cantabria,120000,127000,6,sí,,3,80,1,sí,no,otros,0,"Sin ascensor"
